"पश्य निश्चलनिःष्पन्दा बिसिनीपत्रे शोभते बलाका निर्मलमरकतभाजनप्रतिष्ठिता शङ्खशुक्तिरिव । । निश्चला पवनादिपाताभावात् । । निःष्पन्दा स्वयं निष्क्रियत्वात् । । कल्पितोपमालङ्कारः । । काचिज् जनाकीर्णे वक्तुमक्षमस्य संकेतं कथयति । । अत्र पद्मिनीखण्डनिकटे शून्यं वर्तते, तथा च निश्चला निःष्पन्दा च बलाकीति इङ्गिताकारलक्षितत्वादर्थान्तरस्य सूक्ष्मोऽप्यत्रालंकारः ॥ ३ ॥ ।","The word niścala means that it is not moved by things like the wind, and the word niḥṣpanda means that it is without any activity of its own. The ornament here is an “imagined comparison.” In a place that is filled with people, a woman relates to a man, who is unable to speak, that the place described in the verse would be a suitable trysting-place. Because a meaning distinct from the literal meaning has been indicated by means of gestures and body language—namely, that the area around that lotus-stand is empty, and that’s why the heron is still and motionless—the ornament in this verse is “subtlety.”"
अत्र निष्पन्दत्वेनाश्वस्तत्वं तेन च जनरहितत्वमतः सङ्केतस्थानमिति कयापि कंचित्प्रत्युच्यते । । अथवा मिथ्या वदसि न त्वमत्रागतोऽभूरिति व्यज्यते । ।,"In this verse the fact that the heron is “completely motionless” suggests that it is totally relaxed, and this, in turn, suggests that there is no-one in the surrounding area, and hence a woman is saying to a man that it would be a suitable trysting-place. Alternatively, what the woman wants to suggest to the man is: “you are a liar: you did not come here.”"
कल्लोलिनीकाननकदरादौ दुःखाश्रये चार्पितचित्तवृत्तिका मृदुकमारम्भमभिन्नधैर्यः श्लथोऽपि दीर्घं रमते रतेषु इत्यादि कामशास्त्राद्दीर्घरमणार्थं नायकस्यान्यचित्ततां कुर्वती काचिदाह ... । उअ णिच्चलेति । । निश्चलोऽचलस्तद्वन्निःस्पन्दा वेगविधारणप्रयत्नवशात् । । निश्चलेति पुरुषसंबोधनं वा । । शङ्खघटिता शुक्तिः शङ्खशुक्तिः । । तथा च यदि वेगविधारणपरोऽसि तदैनां बलाकां पश्यन्नन्यमनस्कतया चिर रमस्वेति भावः । । यद्वा निःस्पन्दत्वेनाश्वस्तत्वम् तेन च जनरहितत्वम् तेन च संकेतस्थानमिति कयाचित्कंचित्प्रति व्यज्यते । । अथवा मिथ्या वदसि । । न त्वमत्रागतोऽभूरिति व्यज्यते ॥ ।,"A woman says this in an attempt to get her partner to focus his mind on something else so that he can last longer during sex, in accordance with the text on erotics: ‘despite a susceptibility for a premature discharge of fluid, a man is able to enjoy a union extendedly, provided he commences it slowly, and provided he keeps his own mind under control, and when the need arises, is able to turn his thoughts towards other subjects like rivers or woods or caves or mountain fastnesses or refuges in times of distress.’ ... Look. “Without motion” is a word for a mountain. Someone who is “still as that” is what is meant by niścalaniḥspanda, as a result of his effort to restrain his intensity. Alternatively, “without motion” can be an address to the man. A “conch-shell” is a shell made out of a conch. Thus the idea is as follows: ‘If you want to restraining your intensity, then look at this heron, and because your mind will be on something else, you will last longer.’ Alternatively, the fact that the heron is “completely motionless” suggests that it is totally relaxed, and this, in turn, suggests that there is no-one in the surrounding area, and hence a woman is saying to a man that it would be a suitable trysting-place. Alternatively, what the woman wants to suggest to the man is: “you are a liar: you did not come here.”"
पालित्तस्य ॥ ४०० ॥ । मरगअसूईविद्धं व मोत्तिअं पिअइ आअअग्गीवो । मोरो पाउसआले तणग्गलग्गं उअअबिंदुं ॥ मरकतसूचीविद्धमिव मौक्तिकम् पिबत्यायतग्रीवः । मयूरः प्रावृंकाले तृणाग्रलग्नमुदकबिंदुम् ॥ कस्मिंश्चिन्निकुंजे वर्षाकाले सुरतासक्ता काचिद्दीर्घरमणार्थं प्रियस्यान्यचित्ततां कुर्वंती वदती— मरगअ इति । । मयूरः उदकबिंदुं पिबतीत्यन्वयः । । बहुजलेऽपि मयूरस्तृणाग्रलग्नमेव जलं पिबतीत्यनेन निवृत्तिरेव परं धर्मसाधिकेति धर्मः । । दूरस्थमपि कार्यं कुशलाः साधयंतीति नीतिः । । दुर्लक्षताग्रहणाय योगिना एकचित्तता विधेयेति युक्तिः । ।,"Of Pālitta. In the monsoon season the peacock cranes his neck to drink a drop of water resting on the tip of a blade of grass as if it were a pearl pierced by an emerald needle. In some bower during the monsoon season a woman who is trying to have sex to completion says the following in order to set her lover’s mind on something else so that he’ll last longer. The syntax is ‘the peacock drinks the drop of water.’ The dharmaḥ is that the peacock will only drink the water that is on the tip of a blade of grass, despite there being plenty of water around, and hence absention is the highest means of accomplishing dharmaḥ. The nītiḥ is that those who are clever will find a way to accomplish what they need to, however far off it may be. The yuktiḥ is that a yōgī should concentrate his mind in order to achieve the state of imperceptibility. (?)"
कस्स व ण होइ रोसो दट्ठूण पिआए सव्वणं अहरं । । सभमरपउमग्घाइणि वारिअवामे सहसु एण्हिं ॥ ॥,Who wouldn’t be angry to see his dear wife with her lower lip bitten? You scorned my warning to smell the bee-holding lotus. Now you must suffer.
"अनीर्ष्यालोरपि भवति रोषो दृष्ट्वैव, अकृत्वापि कुतश्चिदेवापूर्वतया प्रियायाः सव्रणमधरमवलोक्य । । सभ्रमरपद्माघ्राणशीले शीलं हि कथंचिदपि वारयितुं न शक्यम् । । वारिते वारणायां, वामे तदनङ्गीकारिणी । । सहस्वेदानीम् उपालम्भपरम्परामित्यर्थः । । अत्रायं भावः—काचिदविनीता कुतश्चित्खण्डिताधरा निश्चिततत्सविधसंनिधाने तद्भर्तरि तमनवलोकमानयेव कयाचिद्विदग्धसख्या तद्वाच्यतापरिहारायैवमुच्यते । । सहस्वेदानीम् इति वाच्यमविनयवतीविषयम् । । भर्तृविषयं त्वपराधो नास्तीत्यावेद्यमानं व्यङ्ग्यम् । । सहस्वेत्यपि च तद्विषयं व्यङ्ग्यम् । । तस्यां च प्रियतमेन गाढमुपालम्भ्यमानायां तद्व्यलीकशङ्कितप्रातिवेशिकलोकविषयं चाविनयप्रच्छादनेन प्रत्यायनं व्यङ्ग्यम् । । तत्सपत्न्यां च तदुपालम्भतदविनयप्रहृष्टायां सौभाग्यातिशयख्यापनं प्रियाया इति शब्दबलादिति सपत्नीविषयं व्यङ्ग्यम् । । सपत्नीमध्ये इयता खलीकृतास्मीति लाघवमात्मनि ग्रहीतुं न युक्तं प्रत्युतायं बहुमानः सहस्व शोभस्वेदानीमिति सखीविषयं सौभाग्यप्रख्यापनं व्यङ्ग्यम् । । अद्येयं तव प्रच्छन्नानुरागिणी हृदयवल्लभेत्थं रक्षिता पुनः प्रकटदनदंशनविधिर्न विधेय इति तच्चौर्यकामुकविषयसम्बोधनं व्यङ्ग्यम् । । इत्थं मयैतदपह्नुतमिति स्ववैदग्ध्यख्यापनं तटस्थविदग्धलोकविषयं व्यङ्ग्यमिति । ।","The meaning of the stanza is as follows. An unfaithful wife has had her lip bitten by a lover. To save her from her husband’s reproaches she is here addressed by a clever female friend, who knows that the husband is nearby but pretends not to see him. Now you must suffer: the literal sense is directed to the adulterous wife. The suggested sense, on the other hand, is directed to the husband and informs him that she is not guilty of offense. There is also a suggestion directed to the neighbors who, if they hear the wife being roundly abused by the husband, may suspect her of misconduct. The suggestion in this case is the assurance provided by this concealment of her adultery. There is a suggestion directed to her fellow wife, who would be delighted by the abuse of her rival and by [the news of] her adultery. The suggestion lies in the word dear (“dear wife”), which shows that the wife addressed is the more attractive. There is a suggestion to the adulterous friend of the speaker, informing her, “You should not take on humiliation at the thought of being accused of bad character in front of your fellow wife; rather, you should take to yourself high esteem and now shine forth (sahasva). To the wife’s secret lover there is a suggestion, telling him that “Today I have thus saved your heart’s beloved who loves you in secret, but you must not bite her again in a place that is so obvious.” To anyone clever who is standing nearby the speaker’s cleverness is suggested, [as though she were to say]: “This is the way I have concealed things.” All of this is indicated by the expressed made to be directed."
अच्छउ ता जणवाओ हिअअं चिअ अत्तणो तुह पमाणं । तह तं सि मंदणेहो जह ण उवालंभजोग्गो सि ॥,"Never mind the gossip: Judge by your own feelings. Anyway, You have grown so cool That you are beyond reproach."
अप्पच्छंदपहाविर दुल्लहलंभं जणं विमग्गंत । आआसवहेहि भमंत हिअअ कइआ वि भज्जिहिसि ॥,"You rush ahead, following your own fancy, Always in quest of the unattainable man. One day, heart, as you roam the skies, You’ll crash."
अहव गुण च्चिअ लहुआ अहवा गुणअण्णुओ ण सो लोओ । अहव म्हि णिग्गुणा वा बहुगुणवंतो जणो तस्स ॥,"Maybe my talents are slight, Maybe for him talents mean nothing, Maybe I have no talents And he knows someone who has."
फुट्टंतेण वि हिअएण मामि कह णिव्वरिज्जए तम्मि । अद्दाए पडिविंव व्व जम्मि दुक्खं ण संकमइ ॥,"Pur spezzandosi, zietta, perché il mio cuore si rivela a lui, dove il dolore non passa - come un’immagine non passa dentro lo specchio?"
पासासंकी काओ णेच्छइ दिण्णं पि पहिअघरिणीए । ओणत्तकरअलोअलिअवलअमज्झट्ठिअं पिंडं ॥,"The crow refuses the rice ball offered by the woman Whose husband is abroad. Seeing it stuck between the bracelet, Which has slipped from her arm, And the downturned palm of her hand, The bird is wary of a trap."
ओहिदिअहागमासंकिरीहि सहिआहि कुड्डलिहिआओ । दोतिण्णि तहिं मिअ चोरिआइ रेहा पुसिज्जंति ॥,"Her friends, Unsure when the final day would come, Stealthily wiped out one or two strokes Of her tally."
तुह मुहसारिच्छं ण लहइ त्ति संपुण्णमंडलो विहिणा । अण्णमअं व घडेउं पुणो वि खंडिज्जइ मिअंको ॥,Every time the moon is full The Creator takes it apart again To refashion it in such a way That it might match your face.
अज्जं गओ त्ति अज्जं गओ त्ति अज्जं गओ त्ति गणिरीए । पढम च्चिअ दिअहद्धे कुड्डो रेहाहि चित्तलिओ ॥,“Today he has left.” “Today he has left.” “Today he has left.” Already on the very first morning She covered the whole wall with lines.
ण वि तह पढमसमागमसुरअसुहे पाविए वि परिओसो । जह वीअदिअहसविलक्खलक्खिए वअणकमलम्मि ॥,The satisfaction of that first night Was nothing compared to seeing the embarrassment Next day On the lotus of her face.
जे समुहागअवोलंतवलिअपिअपेसिअच्छिविच्छोहा । अह मण्णे मअणसरा जणस्स जे होंति ते होंतु ॥,"As he walks towards me, passes, And then looks back, My lover’s tremulous glances Are to me like Love’s arrows Whatever they may be to others."
इअरो जणो ण पावइ तुह जहणारुहणसंगमसुहेल्लिं । अणुहवइ कणअदोरो हुअवहवरुणाण माहप्पं ॥,The pleasure of riding your thighs Is for special people only. Take the golden girdle: It had to go through the ordeal of fire and water first.
जो जस्स विहवसारो तं सो देइ त्ति किं थ अच्छेरं । अणहोंतं पि हु दिण्णं दोहग्गं तइ सवत्तीणं ॥,Normally one gives away things Of which one has a surplus. But to your husband’s other wives you give Something that is not yours to give: Unhappiness.
चंदसरिसं मुहं से सरसो अमअस्स मुहरसो तिस्सा । सकअग्गहरहसुज्जलचुंवणअं कस्स सरिसं से ॥,"Her face is round like the moon, Her lips taste like nectar, Grabbing her by the hair And giving her a passionate kiss, What is that like?"
उप्पण्णत्थे कज्जे अइचिंतंतो गुणागुणे तम्मि । चिरआलमंदपेच्छित्तणेण पुरिसो हणइ कज्जं ॥,"When an opportunity finally offers itself, Endlessly weighing the pros and cons And considering the matter carefully, As if one had all the time in the world, Are sure ways to bungle one’s chances."
वालअ तुमाहि अहिअं णिअअं चिअ वल्लहं महं जीअं । तं तइ विणा ण होइ त्ति तेण कुविअं पसाएमि ॥,"You fool, My own life means more to me than you do. Therefore, if I give in to your anger It is only because without you I have no life."
पत्तिअ ण पत्तिअंती जइ तुज्झ इमे ण मज्झ रुइरीए । पुट्ठीअ वाहविंदू पुलउब्भेए ण भिज्जंता ॥,"Believe me, I would not believe you If these tears that I weep Were not pierced by the gooseflesh Rising on your back As you kneel before me."
तं मित्तं काअव्वं जं किर वसणम्मि देसआलम्मि । आलिहिअभित्तिवाउल्लअ व्व ण परंमुहं ठाइ ॥,"Make a friend of the man Who, wherever or whenever it may be, Stands by you in adversity Steady as an image in a wall painting."
वहुआइ णइणिउंजे पढमुग्गअसीलखंडणविलक्खं । उड्डेइ विहंगउलं हाहा पक्खेहि व भणंतं ॥,"Embarrassed By the girl losing her virginity, A flock of birds Flies up from the bushes by the river, Seeming to say “Ah! Ah!” with their wings."
सच्चं भणामि वालअ ण त्थि असक्कं वसंतमासस्स । गंधेण कुरुवआणं मणं पि असइत्तनं ण गआ ॥,"What makes you think I’m lying, you fool? I know spring can do anything, But the fragrant flowers of the amaranth Have not made me in the least unfaithful."
एक्केक्कमवइवेढणविवरंतरदिण्णतरलणअणाए । तइ वोलंते वालअ पंजरसउणाइअं तीए ॥,"Like a bird in a cage Moving from one gap to the next, With trembling eye She peeps through the fence As you walk past."
ता किं करेउ जइ तं सि तीअ वइवेढपेल्लिअथणीए । पाअंगुट्ठग्गुक्खित्तणीसहंगीअ वि ण दिट्ठो ॥,"What is she to do If, wobbling on tiptoe And squeezing her breasts against the fence, She still can’t see you?"
पिअसंभरणपलोट्टंतवाहधाराणिवाअभीआए । दिज्जइ वंकग्गीवाइ दीवओ पहिअजाआए ॥,"Anxious about the stream of tears Rolling down her face At the thought of her absent husband, She turns her head aside As she puts down the lamp."
तइ वोलंते वालअ तिस्सा अंगाइ तह णु वलिआइं । जह पुट्ठिमज्झणिवडंतवाहधाराउ दीसंति ॥,To watch you As you walked away She twisted round so far The tears could be seen Streaming down her back.
ता मज्झिमो च्चिअ वरं दुज्जणसुअणेहि दोहि वि ण कज्जं । जह दिट्ठो तवइ खलो तहेअ सुअणो अईसंतो ॥,"I’d rather have something in between. For what use is a bad man Or, for that matter, a good one? A bad man causes pain by his presence, A good man by his absence."
अद्धच्छिपेच्छिअं मा करेहि साहाविअं पलोएहि । सो वि सुदिट्ठो होहिइ तुमं पि मुद्धा कलिज्जिहिसि ॥,Don’t peep at him on the sly. Look him straight in the eye. That way you’ll get a good look at him And people will take you for an innocent.
दिअहं खुडुक्किआए तीए काऊण गेहवावारं । गरुए वि मण्णुदुक्खे भरिमो पाअंतसुत्तस्स ॥,"I will never forget How, for all her resentment, She dropped off to sleep At my feet, After a day of household chores Performed in angry silence."
पाणउडीअ वि जलिऊण हुअवहो जलइ जण्णवाडम्मि । ण हु ते परिहरिअव्वा विसमदसासंठिआ पुरिसा ॥,The fire that burns in the outcast’s hut Then burns on the sacrificial altar. Never shun a person However wretched his circumstances.
जं तुज्झ सई जाआ असईओ सुहअ जं च अम्हे वि । ता किं फुट्टउ वीअं तुज्झ समाणो जुआ ण त्थि ॥,"The reason why your wife is faithful And we are unfaithful to our husbands, Is obvious, my dear: There isn’t another young man like you."
सव्वस्सम्मि वि डड्ढे तह वि हु हिअअस्स णिव्वुइ च्चेअ । जं तेन गामडाहे हत्थाहत्थिं कुडो गहिओ ॥,"Even though everything I had went up in flames I am overjoyed, For during the fire It was he who took the bucket of water From my hand into his."
जाएज्ज वणुद्देसे खुज्जो वि हु णीसहो सिढिलवत्तो । मा माणुसम्मि लोए चाई रसिओ दरिद्दो अ ॥,"Nasca pure in una terra di bosco, tronco perfino contorto dalle foglie lai1guenti: non però nel mondo degli uomini generoso, sensibile e povero."
तस्स अ सोहग्गगुणं अमहिलसरिसं च साहसं मज्झ । जाणइ गोलाऊरो वासारत्तद्धरत्तो अ ॥,His unmanly bliss And my unwomanly boldness Are known only to the swollen waters of the Godā And the midnights of the rainy season.
ते वोलिआ वअस्सा ताण कुडुंगाण खण्णुआ सेसा । अम्हे वि गअवआओ मूलुच्छेअं गअं पेम्मं ॥,"The friends of our youth have passed away, Of those bowers nothing remains but stumps, Gone is the vigor of former days, And love has been cut to the roots."
थणजहणणिअंवोवरि णहरंका गअवआण विलआणं । उव्वसिआणंगणिवासमूलवंध व्व दीसंति ॥,"The nail marks on the breasts, thighs and buttocks Of beauties past their prime Resemble the traces of an abandoned temple Of the God of Love."
जस्स जहिं चिअ पढमं तिस्सा अंगम्मि णिवडिआ दिट्ठी । तस्स तहिं चेअ ठिआ सव्वंगं केण वि ण दिट्ठं ॥,On whichever part of her body One’s eye falls first There it stays. No one has ever seen the whole of her body.
विरहे विसं व विसमा अमअमआ होइ संगमे अहिअं । किं विहिणा समअं चिअ दोहिं पि पिआ विणिम्मविआ ॥,"Away from me She is like deadly poison, Together again She is sweeter than nectar. How did the Creator manage To combine these two potions In my darling?"
अद्दंसणेण पुत्तअ सुट्ठु वि णेहाणुवंधघडिआइं । हत्थउडपाणिआइ व कालेण गलंति पेम्माइं ॥,"Silly boy, However close the ties of affection, If people don’t see one another, Love gradually seeps away Just like water between one’s cupped hands."
पइपुरओ च्चिअ णिज्जइ विंछुअडट्ठे त्ति जारवेज्जघरं । णिउणसहीकरधरिआ भुअजुअलंदोलिरी वाला ॥,"Before her husband’s very eyes Her sharp friends pick up the young wife And carry her, arms adangle, To her healer-lover’s house, Saying: “She’s been bitten by a scorpion.”"
विक्किणइ माहमासंमि पामरो पारिडिं वइल्लेण । णिद्धूममुम्मुरे सामलीअ थणए णिअच्छंतो ॥,"Seeing his wife’s dark breasts Which, but for the absence of smoke, Resemble black heaps of burning chaff, The farmer barters his cloak for a buffalo In the cold month of Māgha."
सच्चं भणामि मरणे ठिअ म्हि पुण्णे तडम्मि तावीए । अज्ज वि तत्थ कुडुंगे णिवडइ दिट्ठी तह च्चेअ ॥,"Though I am nearing death, I swear that, even now, My gaze falls, as ever, On the thicket that grows By the banks of the holy Taptī,"
अंधअरवोरपत्थिं व माउआ मह पइं विलुंपंति । ईसाअंति मह च्चिअ छेप्पाहिंतो फणो जाओ ॥,"Mother, They snatch my husband from me As if he were a dish of plums in a blind man’s hands. At the same time they are jealous of me: A hood is growing out of the snake’s tail!"
अप्पत्तपत्तअं पाविऊण णवरंगअं हलिअसोण्हा । उअह तणुई ण माअइ रुंदासु वि गामरच्छासु ॥,"Indossando l’abito tinto di fresco, al quale non si è abituata, la nuora del contadino — guardate! …per quanto magra non ha spazio abbastanza nelle strade del villaggio, per quanto larghe."
वक्खेवआइ पिअजंपिआइ परहिअअणिव्वुइअराइ । विरलो हु जाणइ जणो उप्पण्णे जंपिअव्वाइं ॥,"Davvero poche persone sanno le parole affettuose in risposta, che provocano gioia al cuore degli altri, da dire in ciascuna occasione."
छज्जइ पहुस्स ललिअं पिआइ माणो खमा समत्थस्स । जाणंतस्स अ भणिअं मोणं च अआणमाणस्स ॥,"Si addice al signore il divertimento, all’armata la collera, la tolleranza al potente, a chi sa la parola, il silenzio a chi non sa."
वेविरसिण्णकरंगुलिपरिग्गहक्खलिअलेहणीमग्गे । सोत्थि च्चिअ ण समप्पइ पिअसहि लेहम्मि किं लिहिमो ॥,"Because my pen keeps slipping In my clammy fingers I can’t even finish the word “Dear.” Friend, tell me, How can I write the rest of my letter?"
देव्वम्मि पराहुत्ते पत्तिअ घडिअं पि विहडइ णराणं । कज्जं वालुअवरणं व कह वि वंधं चिअ ण देइ ॥,"Se il destino è avverso — credimi — per quanto ben preparato va male agli uomini l’affare: come un bastionedi sabbia, non si lascia mettere insieme in nessun modo."
मामि हिअअं व पीअं तेण जुआणेण मज्जमाणाए । ण्हाणहलिद्दाकडुअं अणुसोत्तजलं पिअंतेण ॥,"Mother, That young man Who downriver drank the water That was bitter with my turmeric soap, Has as good as drunk my heart."
जिविअं असासअं चिअ ण णिअत्तइ जोव्वणं अइक्कंतं । दिअहा दिअहेहि समा ण होंति किं णिट्ठुरो लोओ ॥,"Life is transient, Youth passes never to return, Tomorrow is not the same as today. So why are people so stubborn?"
उप्पाइअदव्वाण वि खलाण को भाअणं खलो च्चेअ । पिक्काइ वि णिंवफलाइ णवर काएहि खज्जंति ॥,"Chi accetta dai malvagi, anche se danarosi? Solo un malvagio: anche se maturi, i frutti del nimba sono mangiati solo dai corvi."
अज्ज मए गंतव्वं घणंधआरे वि तस्स सुहअस्स । अज्जा णिमीलिअच्छी पअपरिवाडिं घरे कुणइ ॥,"Because even on this dark night she intends to meet her lover, The girl paces up and down indoors With her eyes tightly shut."
सुअणो ण कुप्पइ च्चिअ अह कुप्पइ विप्पिअं ण चिंतेइ । अह चिंतेइ ण जंपइ अह जंपइ लज्जिओ होइ ॥,A gentleman never gets angry. When he gets angry He never has nasty thoughts. When he has nasty thoughts He never expresses them. When he expresses them He is ashamed of himself.
सो अत्थो जो हत्थे तं मित्तं जं णिरंतरं वसणे । तं रूअं जत्थ गुणा तं विण्णाणं जहिं धम्मो ॥,"Quello e possesso che si ha in mano; quello e amico che non si allontana nella sventura; quello e bellezza dove ci sono pregi, quello e conoscenza dove c’è senso morale."
चंदमुहि चंदधवला दीहा दीहच्छि तुह विओअम्मि । चउजामा सअजाम व्व जामिणी कह वि वोलीणा ॥,"The moon was bright, My moon-faced beauty, And the night was long, My long-eyed girl. The four watches passed. Though, with you away, They seemed to last A hundred."
अउलीणो दोमुहओ ता महुरो भोअणं मुहे जाव । मुरओ व्व खलो जिण्णम्मि भोअणे विरसमारसइ ॥,"Un individuo ignobile dalla doppia faccia suona dolce finché ha cibo nella bocca; consumato il cibo, l’infido, come il tamburo, suona male."
तह सोण्हाइ पुलइओ दरवलिआवंगतारअं पहिओ । जह वारिओ वि घरसामिएण आलिंदए वसिओ ॥,"After the flicker of a side glance From the daughter-in-law The traveler, refused entry By the master of the house, Spent the night on the veranda."
लहुअंति लहुं पुरिसं पव्वअमेत्तं पि दो वि कज्जाइं । णिव्वरणमणिव्वूढे णिव्वूढे जं अणिव्वरणं ॥,"Due cose certo sminuiscono in fretta un uomo, avesse pure la grandezza di un monte: non preoccuparsi per ciò che ancora è incompiuto, preoccuparsi per ciò che già è compiuto."
कं तुंगथणुक्खित्तेण पुत्ति दारट्ठिआ पलोएसि । उण्णामिअकलसणिवेसिअग्घकमलेण व मुहेण ॥,"Whom are you looking out for, Standing at the door? Your face above your prominent breasts Looks like a lotus Placed on top of the two water pots Standing ready to welcome a guest."
वइविवरणिग्गअदलो एरंडो साहइ व्व तरुणाणं । एत्थ घरे हलिअवहू एद्दहमेत्तत्थणी वसइ ॥,With its leaves pushing through The gaps in the fence The castor oil plant seems to be telling The youths of the village “Here lives a farmer’s wife With breasts this big.”
